0,22.79064772791265
1,18.864071866472468
2,16.954636046269286
3,16.62862681004296
4,19.79065874342332
5,10.954695162937579
6,8.153091041219916
7,12.867548291201949
8,15.683819246695125
9,12.002067645287944
10,21.375132782548064
11,18.56557157079662
12,13.153437995674109
13,14.224962935758285
14,20.823419678489422
15,14.778852844012295
16,14.83516866524489
17,19.869511240944053
18,9.44692264496632
19,13.296407150616982
0,-5762.83866069786
1,22.456605782688413
2,26.705404420120416
3,19.544792206792067
4,25.92259772668367
5,19.470850570171002
6,15.467326126087578
7,16.680803607822188
8,19.39046166199532
9,18.263446550047462
10,29.116276373354943
11,27.270409339266745
12,21.466578270076084
13,17.87623387368562
14,27.765931341322382
15,18.382907779177636
16,21.161814406662227
17,25.767101071031863
18,13.878459982379567
19,21.43674384518726
20,12.462155207268856
21,27.304558664507248
22,22.004646412409777
23,24.79605877769489
24,26.441336909755165
25,28.099760314961777
26,11.607770020121148
27,22.579397099948842
28,28.340689618738566
29,28.962553350358515
30,12.011927918101794
31,21.34250223446525
32,22.73450704279266
33,19.286325905993873
34,21.559176222448748
35,26.47644870957547
36,23.450930981350012
37,19.162474617086044
38,-0.3908575850679199
39,24.547252660280698
40,26.456102667298055
41,16.280314975334328
42,11.752777596051416
43,23.852036462464792
44,17.168716825831435
45,17.989797963601024
46,25.91816635012735
47,36.27612064682297
48,17.57704447809747
49,30.33968520785463
50,15.601403513005078
51,27.72201584173805
52,27.873658939910893
53,30.68063386710184
54,24.31572965313262
55,26.284477113271702
56,31.951542247672705
57,19.172252118408192
58,26.902252363897688
59,19.763020993757856
60,26.832382158350043
61,-3.7621337166676874
62,20.24885064790992
63,16.96983903725246
64,30.778400533692448
65,36.92216811232479
66,25.686283022748157
67,27.881308723001105
68,28.214427446164137
69,8.998250311071097
70,26.86667221896756
71,22.50317151888952
72,24.7768805276172
73,22.009616229325882
74,15.393897621230153
75,27.240631329792034
76,19.73297221952032
77,37.607612677921495
78,20.044840268798165
79,30.987847392138534
80,35.183288698585905
81,30.83092888330653
82,25.82647912384659
83,22.65115131008772
84,29.493602144514902
85,17.81114038248186
86,27.52763709222198
87,-5.9400716477213
88,23.13215184171731
89,25.082999393473187
90,21.21903006498156
91,22.97147812846101
92,22.326901420790968
93,28.814122278257987
94,18.033190106275097
95,20.60216138528862
96,17.489663410817993
97,17.47184935867047
98,6.200385278417642
99,21.85235414211895
