0,17.442158022548483
1,13.681259069618136
2,9.825072741873157
3,24.98073141677868
4,23.147440704538894
5,36.50530002281698
6,10.70329127088462
7,15.692140931776748
8,17.48454581499152
9,17.414854147859046
10,23.105585999563687
11,23.302427071083315
12,10.68489326408013
13,21.64586274519297
14,17.071453927948482
15,30.21444621770462
16,16.76945912304444
17,17.050696337444606
18,11.460055279493474
19,9.315920190738382
20,11.634143528501895
21,23.659901431134813
22,15.280705083872448
23,11.413326312399704
24,8.839022965772003
25,32.11166660491405
26,16.519414431872605
27,11.252524483524155
28,26.66372679637817
29,17.925127095290122
0,39.63675448098547
1,34.875224647986784
2,31.478279729318274
3,36.280687826720964
4,61.85718284215932
5,67.37675386381352
6,33.08270067370654
7,44.75701834882557
8,40.42127146421535
9,50.305697032943726
10,68.69712633762128
11,39.40544164682524
12,24.243095245293148
13,59.9848395701556
14,51.00621863473543
15,57.750883825094434
16,40.35090500736635
17,49.24451295147287
18,32.473694917622424
19,31.051865024328777
20,26.902804564287862
21,55.04629846357352
22,33.87176194902395
23,35.978359976746106
24,29.271370973327294
25,46.41908501548005
26,36.68069539616158
27,36.5368711317401
28,62.27984854172655
29,25.31572997552439
